feature,weight
ecc,0.895605251280115
P,0.4722809503023947
aR,0.1860686159890477
Vmag,-0.12963927179951826
logg,0.10338932070016975
Teff,0.07106032344727031
Rp/Rs,-0.07086739745440934
Rp,-0.033262434405589
Jmag,-0.02714582744083665
Kmag,-0.02714582744083665
Rstar,0.009784287060275808
Depth,0.002009438454683376
depth_frac,0.0020094384486497117
Dur,0.0
