feature,weight
Rp/Rs,1.103572828840013
Vmag,0.5433741213399605
Rp,-0.5262474787630513
depth_frac,-0.30155093204755656
Depth,-0.301550932047556
Dur,0.28100704259262355
Teff,-0.15251619819473358
Rstar,-0.13300983983424317
aR,0.11035936266104117
logg,-0.07561337611792984
P,-0.014369766613977587
Jmag,0.0
Kmag,0.0
ecc,0.0
